payload,label,label_str,predicted,predicted_str,proba_benign,proba_sqli,proba_xss,source,fp_group
http://localhost:8080/tienda1/publico/anadir.jsp id=3&nombre=Vino Rioja&precio=85&cantidad=84&B1=A�adir al carrito,2,benign,0,sqli,0.218183289682024,0.7818167103179764,0.0,normalTrafficTest.txt,param_numeric
http://localhost:8080/tienda1/miembros/index.jsp,2,benign,0,sqli,0.22915276139325425,0.7708472386067459,0.0,normalTrafficTraining.txt,uncategorized
http://localhost:8080/tienda1/publico/autenticar.jsp modo=entrar&login=rygwalsk&pwd=80u5rru9ca0&remember=on&B1=Entrar,2,benign,0,sqli,0.250962389876931,0.749037610123069,0.0,normalTrafficTest.txt,param_numeric
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=shan-min&pwd=mu9d6c09&remember=on&B1=Entrar,2,benign,0,sqli,0.2674897538851801,0.7325102461148202,0.0,normalTrafficTraining.txt,uncategorized
http://localhost:8080/tienda1/publico/pagar.jsp modo=insertar&precio=5272&B1=Confirmar,2,benign,0,sqli,0.29526695339186315,0.7047330466081368,0.0,normalTrafficTest.txt,param_numeric
http://localhost:8080/tienda1/publico/autenticar.jsp modo=entrar&login=kwok&pwd=a6lastam2en4o&remember=on&B1=Entrar,2,benign,0,sqli,0.3028179897518397,0.6971820102481606,0.0,normalTrafficTraining.txt,uncategorized
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=ilise2&pwd=a+ulagar&remember=off&B1=Entrar,2,benign,0,sqli,0.3041467242982762,0.6958532757017234,0.0,normalTrafficTraining.txt,uncategorized
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=grace&pwd=parI073l&remember=off&B1=Entrar,2,benign,0,sqli,0.33505656700111347,0.6649434329988864,0.0,normalTrafficTraining.txt,uncategorized
http://localhost:8080/tienda1/publico/autenticar.jsp modo=entrar&login=gulick6&pwd=irrEligiosamen?te&remember=on&B1=Entrar,2,benign,0,sqli,0.33854611764107323,0.6614538823589268,0.0,normalTrafficTest.txt,uncategorized
http://localhost:8080/tienda1/publico/autenticar.jsp modo=entrar&login=gabby&pwd=bu9ero&remember=off&B1=Entrar,2,benign,0,sqli,0.34923427343442964,0.6507657265655701,0.0,normalTrafficTraining.txt,uncategorized
http://localhost:8080/tienda1/publico/anadir.jsp id=3&nombre=Vino Rioja&precio=39&cantidad=0&B1=A�adir al carrito,2,benign,0,sqli,0.35831035111462023,0.6416896488853796,0.0,normalTrafficTraining.txt,param_numeric
http://localhost:8080/tienda1/publico/pagar.jsp modo=insertar&precio=4748&B1=Pasar por caja,2,benign,0,sqli,0.36334125528446864,0.6366587447155312,0.0,normalTrafficTraining.txt,param_numeric
http://localhost:8080/tienda1/publico/anadir.jsp id=1&nombre=Vino Rioja&precio=39&cantidad=6&B1=A�adir al carrito,2,benign,0,sqli,0.36593408703194397,0.634065912968056,0.0,normalTrafficTest.txt,param_numeric
http://localhost:8080/tienda1/publico/anadir.jsp id=3&nombre=Vino Rioja&precio=39&cantidad=3&B1=A�adir al carrito,2,benign,0,sqli,0.3690109859040936,0.6309890140959064,0.0,normalTrafficTraining.txt,param_numeric
http://localhost:8080/tienda1/publico/anadir.jsp id=3&nombre=Vino Rioja&precio=85&cantidad=3&B1=A�adir al carrito,2,benign,0,sqli,0.37122316137483163,0.6287768386251683,0.0,normalTrafficTest.txt,param_numeric
http://localhost:8080/tienda1/publico/autenticar.jsp modo=entrar&login=marlee-j5&pwd=modelado&remember=on&B1=Entrar,2,benign,0,sqli,0.3734268064550043,0.6265731935449959,0.0,normalTrafficTest.txt,uncategorized
"http://localhost:8080/tienda1/miembros/editar.jsp modo=registro&login=trefts&password=789M88234aC1�n&nombre=Ezra&apellidos=Pi�era Casacuberta&email=geri.labourdette@tiposdedrogas.uy&dni=70286297E&direccion=Calle En Corts 130, 2?A&ciudad=Partido de la Sierra en Tobalina&cp=24982&provincia=Barcelona&ntc=6975570009603598&B1=Registrar",2,benign,0,sqli,0.39520614171883406,0.604793858281166,0.0,normalTrafficTest.txt,param_numeric
http://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=Queso Manchego&precio=85&cantidad=0&B1=A�adir al carrito,2,benign,0,sqli,0.40774137088764756,0.5922586291123525,0.0,normalTrafficTraining.txt,param_numeric
http://localhost:8080/tienda1/publico/anadir.jsp id=2&nombre=Jam�n Ib�rico&precio=39&cantidad=39&B1=A�adir al carrito,2,benign,0,sqli,0.41055407587408405,0.5894459241259159,0.0,normalTrafficTraining.txt,param_numeric
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=tipton9&pwd=SalivA+Jo&remember=on&B1=Entrar,2,benign,0,sqli,0.413787177711563,0.5862128222884369,0.0,normalTrafficTraining.txt,uncategorized
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=navarre&pwd=tR�b60o&remember=on&B1=Entrar,2,benign,0,sqli,0.4175086371599774,0.5824913628400225,0.0,normalTrafficTest.txt,uncategorized
http://localhost:8080/tienda1/publico/autenticar.jsp modo=entrar&login=aggi&pwd=0a3!3i7an0e&remember=off&B1=Entrar,2,benign,0,sqli,0.4179605643819976,0.5820394356180023,0.0,normalTrafficTest.txt,param_numeric
http://localhost:8080/tienda1/publico/autenticar.jsp modo=entrar&login=junette6&pwd=29p0R2En9e7c87&remember=on&B1=Entrar,2,benign,0,sqli,0.436081039273226,0.563918960726774,0.0,normalTrafficTraining.txt,param_numeric
"http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=doan7&password=mil�sima&nombre=Yaideem&apellidos=Penido Maym'o&email=olaughlin@pinkplanetplasencia.uy&dni=37662577P&direccion=Avenida San Francisco Javier, 5, &ciudad=D�lar&cp=24324&provincia=Valladolid&ntc=2781714156257998&B1=Registrar",2,benign,0,sqli,0.4381389688285697,0.5618610311714303,0.0,normalTrafficTraining.txt,param_numeric
http://localhost:8080/tienda1/publico/pagar.jsp modo=insertar&precio=5907&B1=Confirmar,2,benign,0,sqli,0.4409979823802419,0.5590020176197581,0.0,normalTrafficTraining.txt,param_numeric
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=isador&pwd=m*ule38&remember=off&B1=Entrar,2,benign,0,sqli,0.44198264765656164,0.5580173523434383,0.0,normalTrafficTraining.txt,uncategorized
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=brain&pwd=c7�ada98o&remember=on&B1=Entrar,2,benign,0,sqli,0.45584698344611707,0.5441530165538828,0.0,normalTrafficTraining.txt,uncategorized
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=daryl&pwd=y�quil&remember=on&B1=Entrar,2,benign,0,sqli,0.45734149779967176,0.5426585022003282,0.0,normalTrafficTest.txt,uncategorized
"http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=roseanne&password=faDar&nombre=Fidencio&apellidos=Rosende Pratdepadua&email=tubin_busey8@interpretacion-diccionario-y-significado-de-los-sue&dni=52444409Q&direccion=Calle Amaya, 138 12B&ciudad=Aldeanueva de Ebro&cp=10850&provincia=Albacete&ntc=0031585002145604&B1=Registrar",2,benign,0,sqli,0.4615319814748762,0.5384680185251237,0.0,normalTrafficTest.txt,param_numeric
http://localhost:8080/tienda1/publico/pagar.jsp modo=insertar&precio=4123&B1=Pasar por caja,2,benign,0,sqli,0.46248025257785214,0.5375197474221478,0.0,normalTrafficTest.txt,param_numeric
http://localhost:8080/tienda1/publico/anadir.jsp id=3&nombre=Vino Rioja&precio=85&cantidad=20&B1=A�adir al carrito,2,benign,0,sqli,0.4630662432458471,0.536933756754153,0.0,normalTrafficTraining.txt,param_numeric
"http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=ricketts5&password=t1a0e&nombre=Herm�genes&apellidos=Bolivar O'Kinghtons&email=koreneva@coachingevolutivo.kg&dni=76001851F&direccion=C/ Eduardo Gonzalez Pastrana, 146, 12?F&ciudad=Torre de Claramunt, La&cp=09370&provincia=Salamanca&ntc=3180844936634002&B1=Registrar",2,benign,0,sqli,0.465569217483092,0.534430782516908,0.0,normalTrafficTest.txt,param_numeric
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=swaden&pwd=l-9r�N&remember=on&B1=Entrar,2,benign,0,sqli,0.46915320284240875,0.5308467971575914,0.0,normalTrafficTraining.txt,uncategorized
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=coules&pwd=vIno&remember=on&B1=Entrar,2,benign,0,sqli,0.4692620309030942,0.5307379690969057,0.0,normalTrafficTest.txt,uncategorized
"http://localhost:8080/tienda1/publico/registro.jsp modo=registro&login=doan7&password=mil�sima&nombre=Yaideem&apellidos=Penido Maym'o&email=olaughlin@pinkplanetplasencia.uy&dni=37662577P&direccion=Avenida San Francisco Javier, 5, &ciudad=D�lar&cp=24324&provincia=Valladolid&ntc=2781714156257998&B1=Registrar",2,benign,0,sqli,0.47372930450901285,0.526270695490987,0.0,normalTrafficTraining.txt,param_numeric
http://localhost:8080/tienda1/publico/autenticar.jsp modo=entrar&login=verde&pwd=en683$67&remember=on&B1=Entrar,2,benign,0,sqli,0.47450322072688617,0.5254967792731138,0.0,normalTrafficTraining.txt,uncategorized
http://localhost:8080/tienda1/publico/anadir.jsp id=3&nombre=Vino Rioja&precio=39&cantidad=55&B1=A�adir al carrito,2,benign,0,sqli,0.47575132667710307,0.5242486733228969,0.0,normalTrafficTraining.txt,param_numeric
http://localhost:8080/tienda1/publico/anadir.jsp id=3&nombre=Vino Rioja&precio=39&cantidad=5&B1=A�adir al carrito,2,benign,0,sqli,0.48524702354371896,0.5147529764562809,0.0,normalTrafficTraining.txt,param_numeric
http://localhost:8080/tienda1/publico/anadir.jsp id=3&nombre=Queso Manchego&precio=85&cantidad=20&B1=A�adir al carrito,2,benign,0,sqli,0.4898727223993971,0.5101272776006028,0.0,normalTrafficTraining.txt,param_numeric
http://localhost:8080/tienda1/publico/autenticar.jsp modo=entrar&login=trying&pwd=cOnTra7r85DurA&remember=on&B1=Entrar,2,benign,0,sqli,0.48988165563393254,0.5101183443660673,0.0,normalTrafficTest.txt,uncategorized
http://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=Jam�n Ib�rico&precio=85&cantidad=85&B1=A�adir al carrito,2,benign,0,sqli,0.4929903649957088,0.5070096350042912,0.0,normalTrafficTraining.txt,param_numeric
